year,month,month_num,race,gender,age_group,education_level,industry,labor_force_thousands,employed_thousands,unemployed_thousands,unemployment_rate
2025,August,8,Black,Female,25-34,Bachelor's+,Healthcare,656,639,17,2.6
2025,August,8,Black,Female,25-34,Bachelor's+,Finance,678,659,19,2.9
2025,August,8,Black,Female,25-34,Bachelor's+,Technology,672,656,16,2.4
2025,August,8,Black,Female,25-34,Bachelor's+,Education,654,637,17,2.7
2025,August,8,Black,Female,25-34,Bachelor's+,Retail,675,648,27,4.1
2025,August,8,Black,Female,35-44,Less than High School,Healthcare,316,294,22,7.2
2025,August,8,Black,Female,35-44,Less than High School,Finance,309,285,24,8.0
2025,August,8,Black,Female,35-44,Less than High School,Technology,308,290,18,6.0
2025,August,8,Black,Female,35-44,Less than High School,Education,326,302,24,7.4
2025,August,8,Black,Female,35-44,Less than High School,Retail,317,281,36,11.5
2025,August,8,Black,Female,35-44,High School,Healthcare,649,618,31,4.9
2025,August,8,Black,Female,35-44,High School,Finance,626,591,35,5.6
2025,August,8,Black,Female,35-44,High School,Technology,633,607,26,4.2
2025,August,8,Black,Female,35-44,High School,Education,636,603,33,5.2
2025,August,8,Black,Female,35-44,High School,Retail,653,601,52,8.0
2025,August,8,Black,Female,35-44,Some College,Healthcare,537,517,20,3.8
2025,August,8,Black,Female,35-44,Some College,Finance,544,520,24,4.5
2025,August,8,Black,Female,35-44,Some College,Technology,544,527,17,3.3
2025,August,8,Black,Female,35-44,Some College,Education,534,512,22,4.2
2025,August,8,Black,Female,35-44,Some College,Retail,521,489,32,6.3
2025,August,8,Black,Female,35-44,Bachelor's+,Healthcare,632,619,13,2.1
2025,August,8,Black,Female,35-44,Bachelor's+,Finance,624,608,16,2.6
2025,August,8,Black,Female,35-44,Bachelor's+,Technology,636,624,12,2.0
2025,August,8,Black,Female,35-44,Bachelor's+,Education,618,604,14,2.3
2025,August,8,Black,Female,35-44,Bachelor's+,Retail,644,623,21,3.4
2025,August,8,Black,Female,45-54,Less than High School,Healthcare,304,284,20,6.7
2025,August,8,Black,Female,45-54,Less than High School,Finance,303,281,22,7.5
2025,August,8,Black,Female,45-54,Less than High School,Technology,297,281,16,5.7
2025,August,8,Black,Female,45-54,Less than High School,Education,305,284,21,7.2
2025,August,8,Black,Female,45-54,Less than High School,Retail,296,264,32,10.9
2025,August,8,Black,Female,45-54,High School,Healthcare,599,571,28,4.8
2025,August,8,Black,Female,45-54,High School,Finance,608,577,31,5.2
2025,August,8,Black,Female,45-54,High School,Technology,609,585,24,4.0
2025,August,8,Black,Female,45-54,High School,Education,587,558,29,5.0
2025,August,8,Black,Female,45-54,High School,Retail,596,551,45,7.6
2025,August,8,Black,Female,45-54,Some College,Healthcare,512,495,17,3.5
2025,August,8,Black,Female,45-54,Some College,Finance,489,469,20,4.1
2025,August,8,Black,Female,45-54,Some College,Technology,516,500,16,3.2
2025,August,8,Black,Female,45-54,Some College,Education,514,494,20,3.9
2025,August,8,Black,Female,45-54,Some College,Retail,510,480,30,6.0
2025,August,8,Black,Female,45-54,Bachelor's+,Healthcare,616,604,12,2.1
2025,August,8,Black,Female,45-54,Bachelor's+,Finance,617,605,12,2.1
2025,August,8,Black,Female,45-54,Bachelor's+,Technology,612,602,10,1.7
2025,August,8,Black,Female,45-54,Bachelor's+,Education,613,601,12,2.1
2025,August,8,Black,Female,45-54,Bachelor's+,Retail,598,578,20,3.4
2025,August,8,Black,Female,55+,Less than High School,Healthcare,316,297,19,6.2
2025,August,8,Black,Female,55+,Less than High School,Finance,323,302,21,6.8
2025,August,8,Black,Female,55+,Less than High School,Technology,322,305,17,5.4
2025,August,8,Black,Female,55+,Less than High School,Education,323,302,21,6.8
2025,August,8,Black,Female,55+,Less than High School,Retail,312,281,31,10.2
2025,August,8,Black,Female,55+,High School,Healthcare,620,593,27,4.4
2025,August,8,Black,Female,55+,High School,Finance,646,615,31,4.8
2025,August,8,Black,Female,55+,High School,Technology,643,620,23,3.7
2025,August,8,Black,Female,55+,High School,Education,624,596,28,4.6
2025,August,8,Black,Female,55+,High School,Retail,652,606,46,7.2
2025,August,8,Black,Female,55+,Some College,Healthcare,525,508,17,3.4
2025,August,8,Black,Female,55+,Some College,Finance,516,497,19,3.7
2025,August,8,Black,Female,55+,Some College,Technology,531,517,14,2.8
2025,August,8,Black,Female,55+,Some College,Education,524,506,18,3.5
2025,August,8,Black,Female,55+,Some College,Retail,529,500,29,5.6
2025,August,8,Black,Female,55+,Bachelor's+,Healthcare,630,619,11,1.9
2025,August,8,Black,Female,55+,Bachelor's+,Finance,642,628,14,2.2
2025,August,8,Black,Female,55+,Bachelor's+,Technology,617,608,9,1.6
2025,August,8,Black,Female,55+,Bachelor's+,Education,640,628,12,1.9
2025,August,8,Black,Female,55+,Bachelor's+,Retail,630,611,19,3.1
2025,August,8,Asian,Male,20-24,Less than High School,Healthcare,95,86,9,10.3
2025,August,8,Asian,Male,20-24,Less than High School,Finance,94,84,10,11.6
2025,August,8,Asian,Male,20-24,Less than High School,Technology,92,84,8,9.1
2025,August,8,Asian,Male,20-24,Less than High School,Education,96,86,10,11.2
2025,August,8,Asian,Male,20-24,Less than High School,Retail,94,79,15,16.9
2025,August,8,Asian,Male,20-24,High School,Healthcare,187,174,13,7.3
2025,August,8,Asian,Male,20-24,High School,Finance,191,176,15,8.3
2025,August,8,Asian,Male,20-24,High School,Technology,189,177,12,6.4
2025,August,8,Asian,Male,20-24,High School,Education,187,173,14,7.8
2025,August,8,Asian,Male,20-24,High School,Retail,186,164,22,11.9
2025,August,8,Asian,Male,20-24,Some College,Healthcare,152,144,8,5.8
2025,August,8,Asian,Male,20-24,Some College,Finance,158,148,10,6.6
2025,August,8,Asian,Male,20-24,Some College,Technology,156,149,7,5.1
2025,August,8,Asian,Male,20-24,Some College,Education,155,146,9,6.2
2025,August,8,Asian,Male,20-24,Some College,Retail,161,146,15,9.4
2025,August,8,Asian,Male,20-24,Bachelor's+,Healthcare,187,182,5,3.0
2025,August,8,Asian,Male,20-24,Bachelor's+,Finance,186,180,6,3.4
2025,August,8,Asian,Male,20-24,Bachelor's+,Technology,183,179,4,2.6
2025,August,8,Asian,Male,20-24,Bachelor's+,Education,184,179,5,3.2
2025,August,8,Asian,Male,20-24,Bachelor's+,Retail,188,179,9,5.3
2025,August,8,Asian,Male,25-34,Less than High School,Healthcare,183,173,10,5.6
2025,August,8,Asian,Male,25-34,Less than High School,Finance,189,178,11,6.3
2025,August,8,Asian,Male,25-34,Less than High School,Technology,184,175,9,4.9
2025,August,8,Asian,Male,25-34,Less than High School,Education,185,174,11,6.0
2025,August,8,Asian,Male,25-34,Less than High School,Retail,183,166,17,9.5
2025,August,8,Asian,Male,25-34,High School,Healthcare,379,364,15,4.1
2025,August,8,Asian,Male,25-34,High School,Finance,388,371,17,4.5
2025,August,8,Asian,Male,25-34,High School,Technology,379,367,12,3.4
2025,August,8,Asian,Male,25-34,High School,Education,375,360,15,4.1
2025,August,8,Asian,Male,25-34,High School,Retail,376,352,24,6.4
2025,August,8,Asian,Male,25-34,Some College,Healthcare,305,295,10,3.3
2025,August,8,Asian,Male,25-34,Some College,Finance,314,304,10,3.4
2025,August,8,Asian,Male,25-34,Some College,Technology,310,302,8,2.8
2025,August,8,Asian,Male,25-34,Some College,Education,311,301,10,3.4
2025,August,8,Asian,Male,25-34,Some College,Retail,318,302,16,5.2
2025,August,8,Asian,Male,25-34,Bachelor's+,Healthcare,386,379,7,1.9
2025,August,8,Asian,Male,25-34,Bachelor's+,Finance,367,361,6,1.9
2025,August,8,Asian,Male,25-34,Bachelor's+,Technology,373,368,5,1.5
2025,August,8,Asian,Male,25-34,Bachelor's+,Education,377,370,7,2.0
2025,August,8,Asian,Male,25-34,Bachelor's+,Retail,377,367,10,2.9
2025,August,8,Asian,Male,35-44,Less than High School,Healthcare,179,171,8,4.6
2025,August,8,Asian,Male,35-44,Less than High School,Finance,179,171,8,5.0
2025,August,8,Asian,Male,35-44,Less than High School,Technology,176,169,7,4.2
2025,August,8,Asian,Male,35-44,Less than High School,Education,183,175,8,4.7
2025,August,8,Asian,Male,35-44,Less than High School,Retail,176,163,13,7.5
2025,August,8,Asian,Male,35-44,High School,Healthcare,368,357,11,3.2
2025,August,8,Asian,Male,35-44,High School,Finance,367,355,12,3.5
2025,August,8,Asian,Male,35-44,High School,Technology,352,342,10,3.0
2025,August,8,Asian,Male,35-44,High School,Education,367,355,12,3.5
2025,August,8,Asian,Male,35-44,High School,Retail,364,346,18,5.1
2025,August,8,Asian,Male,35-44,Some College,Healthcare,294,287,7,2.6
2025,August,8,Asian,Male,35-44,Some College,Finance,307,298,9,3.1
2025,August,8,Asian,Male,35-44,Some College,Technology,308,301,7,2.3
2025,August,8,Asian,Male,35-44,Some College,Education,295,287,8,2.8
2025,August,8,Asian,Male,35-44,Some College,Retail,304,291,13,4.3
2025,August,8,Asian,Male,35-44,Bachelor's+,Healthcare,356,352,4,1.4
2025,August,8,Asian,Male,35-44,Bachelor's+,Finance,357,352,5,1.6
2025,August,8,Asian,Male,35-44,Bachelor's+,Technology,363,359,4,1.2
2025,August,8,Asian,Male,35-44,Bachelor's+,Education,364,359,5,1.6
2025,August,8,Asian,Male,35-44,Bachelor's+,Retail,368,360,8,2.3
2025,August,8,Asian,Male,45-54,Less than High School,Healthcare,168,161,7,4.2
2025,August,8,Asian,Male,45-54,Less than High School,Finance,166,158,8,4.9
2025,August,8,Asian,Male,45-54,Less than High School,Technology,175,169,6,3.6
2025,August,8,Asian,Male,45-54,Less than High School,Education,173,166,7,4.4
2025,August,8,Asian,Male,45-54,Less than High School,Retail,176,164,12,6.9
2025,August,8,Asian,Male,45-54,High School,Healthcare,336,326,10,3.0
2025,August,8,Asian,Male,45-54,High School,Finance,342,331,11,3.4
2025,August,8,Asian,Male,45-54,High School,Technology,348,340,8,2.5
2025,August,8,Asian,Male,45-54,High School,Education,349,338,11,3.2
2025,August,8,Asian,Male,45-54,High School,Retail,336,320,16,4.8
2025,August,8,Asian,Male,45-54,Some College,Healthcare,289,283,6,2.3
2025,August,8,Asian,Male,45-54,Some College,Finance,286,278,8,2.8
2025,August,8,Asian,Male,45-54,Some College,Technology,285,280,5,2.0
2025,August,8,Asian,Male,45-54,Some College,Education,292,285,7,2.7
2025,August,8,Asian,Male,45-54,Some College,Retail,279,268,11,4.0
2025,August,8,Asian,Male,45-54,Bachelor's+,Healthcare,347,342,5,1.5
2025,August,8,Asian,Male,45-54,Bachelor's+,Finance,333,329,4,1.4
2025,August,8,Asian,Male,45-54,Bachelor's+,Technology,335,332,3,1.1
2025,August,8,Asian,Male,45-54,Bachelor's+,Education,340,336,4,1.4
2025,August,8,Asian,Male,45-54,Bachelor's+,Retail,341,334,7,2.2
2025,August,8,Asian,Male,55+,Less than High School,Healthcare,175,168,7,4.2
2025,August,8,Asian,Male,55+,Less than High School,Finance,175,167,8,4.7
2025,August,8,Asian,Male,55+,Less than High School,Technology,178,172,6,3.4
2025,August,8,Asian,Male,55+,Less than High School,Education,185,178,7,4.2
2025,August,8,Asian,Male,55+,Less than High School,Retail,178,167,11,6.6
2025,August,8,Asian,Male,55+,High School,Healthcare,355,345,10,2.9
2025,August,8,Asian,Male,55+,High School,Finance,354,343,11,3.3
2025,August,8,Asian,Male,55+,High School,Technology,370,362,8,2.4
2025,August,8,Asian,Male,55+,High School,Education,360,349,11,3.2
2025,August,8,Asian,Male,55+,High School,Retail,355,339,16,4.7
2025,August,8,Asian,Male,55+,Some College,Healthcare,308,302,6,2.1
2025,August,8,Asian,Male,55+,Some College,Finance,298,291,7,2.6
2025,August,8,Asian,Male,55+,Some College,Technology,295,289,6,2.2
2025,August,8,Asian,Male,55+,Some College,Education,308,300,8,2.6
2025,August,8,Asian,Male,55+,Some College,Retail,297,287,10,3.6
2025,August,8,Asian,Male,55+,Bachelor's+,Healthcare,363,359,4,1.3
2025,August,8,Asian,Male,55+,Bachelor's+,Finance,357,353,4,1.4
2025,August,8,Asian,Male,55+,Bachelor's+,Technology,359,355,4,1.2
2025,August,8,Asian,Male,55+,Bachelor's+,Education,364,360,4,1.2
2025,August,8,Asian,Male,55+,Bachelor's+,Retail,369,362,7,1.9
2025,August,8,Asian,Female,20-24,Less than High School,Healthcare,88,79,9,11.2
2025,August,8,Asian,Female,20-24,Less than High School,Finance,85,75,10,12.5
2025,August,8,Asian,Female,20-24,Less than High School,Technology,88,80,8,9.7
2025,August,8,Asian,Female,20-24,Less than High School,Education,85,75,10,11.9
2025,August,8,Asian,Female,20-24,Less than High School,Retail,87,72,15,18.3
2025,August,8,Asian,Female,20-24,High School,Healthcare,175,162,13,7.7
2025,August,8,Asian,Female,20-24,High School,Finance,169,154,15,8.9
2025,August,8,Asian,Female,20-24,High School,Technology,176,164,12,6.9
2025,August,8,Asian,Female,20-24,High School,Education,172,158,14,8.6
2025,August,8,Asian,Female,20-24,High School,Retail,178,156,22,12.7
2025,August,8,Asian,Female,20-24,Some College,Healthcare,142,134,8,6.1
2025,August,8,Asian,Female,20-24,Some College,Finance,147,137,10,7.2
2025,August,8,Asian,Female,20-24,Some College,Technology,144,136,8,5.6
2025,August,8,Asian,Female,20-24,Some College,Education,148,139,9,6.4
2025,August,8,Asian,Female,20-24,Some College,Retail,149,134,15,10.3
2025,August,8,Asian,Female,20-24,Bachelor's+,Healthcare,177,172,5,3.3
2025,August,8,Asian,Female,20-24,Bachelor's+,Finance,169,163,6,3.8
2025,August,8,Asian,Female,20-24,Bachelor's+,Technology,172,168,4,2.8
2025,August,8,Asian,Female,20-24,Bachelor's+,Education,172,166,6,3.6
2025,August,8,Asian,Female,20-24,Bachelor's+,Retail,177,168,9,5.6
2025,August,8,Asian,Female,25-34,Less than High School,Healthcare,170,160,10,6.3
2025,August,8,Asian,Female,25-34,Less than High School,Finance,169,158,11,7.1
2025,August,8,Asian,Female,25-34,Less than High School,Technology,170,161,9,5.3
2025,August,8,Asian,Female,25-34,Less than High School,Education,175,164,11,6.6
2025,August,8,Asian,Female,25-34,Less than High School,Retail,172,155,17,10.2
2025,August,8,Asian,Female,25-34,High School,Healthcare,357,341,16,4.6
2025,August,8,Asian,Female,25-34,High School,Finance,352,335,17,5.0
2025,August,8,Asian,Female,25-34,High School,Technology,347,334,13,4.0
2025,August,8,Asian,Female,25-34,High School,Education,340,325,15,4.5
2025,August,8,Asian,Female,25-34,High School,Retail,355,330,25,7.1
2025,August,8,Asian,Female,25-34,Some College,Healthcare,298,289,9,3.3
2025,August,8,Asian,Female,25-34,Some College,Finance,296,285,11,3.9
2025,August,8,Asian,Female,25-34,Some College,Technology,295,287,8,2.9
2025,August,8,Asian,Female,25-34,Some College,Education,284,274,10,3.8
2025,August,8,Asian,Female,25-34,Some College,Retail,296,280,16,5.7
2025,August,8,Asian,Female,25-34,Bachelor's+,Healthcare,358,351,7,2.0
2025,August,8,Asian,Female,25-34,Bachelor's+,Finance,347,340,7,2.1
2025,August,8,Asian,Female,25-34,Bachelor's+,Technology,349,344,5,1.6
2025,August,8,Asian,Female,25-34,Bachelor's+,Education,350,344,6,1.9
2025,August,8,Asian,Female,25-34,Bachelor's+,Retail,358,348,10,3.0
2025,August,8,Asian,Female,35-44,Less than High School,Healthcare,163,155,8,5.1
2025,August,8,Asian,Female,35-44,Less than High School,Finance,167,158,9,5.8
2025,August,8,Asian,Female,35-44,Less than High School,Technology,162,155,7,4.6
2025,August,8,Asian,Female,35-44,Less than High School,Education,165,157,8,5.4
2025,August,8,Asian,Female,35-44,Less than High School,Retail,166,153,13,8.2
2025,August,8,Asian,Female,35-44,High School,Healthcare,335,324,11,3.5
2025,August,8,Asian,Female,35-44,High School,Finance,330,318,12,3.9
2025,August,8,Asian,Female,35-44,High School,Technology,327,317,10,3.1
2025,August,8,Asian,Female,35-44,High School,Education,328,316,12,3.7
2025,August,8,Asian,Female,35-44,High School,Retail,330,311,19,5.8
2025,August,8,Asian,Female,35-44,Some College,Healthcare,280,273,7,2.7
2025,August,8,Asian,Female,35-44,Some College,Finance,275,267,8,3.0
2025,August,8,Asian,Female,35-44,Some College,Technology,278,271,7,2.6
2025,August,8,Asian,Female,35-44,Some College,Education,279,271,8,3.1
2025,August,8,Asian,Female,35-44,Some College,Retail,274,262,12,4.4
2025,August,8,Asian,Female,35-44,Bachelor's+,Healthcare,323,318,5,1.6
2025,August,8,Asian,Female,35-44,Bachelor's+,Finance,339,334,5,1.6
2025,August,8,Asian,Female,35-44,Bachelor's+,Technology,335,331,4,1.4
2025,August,8,Asian,Female,35-44,Bachelor's+,Education,338,333,5,1.7
2025,August,8,Asian,Female,35-44,Bachelor's+,Retail,335,327,8,2.4
2025,August,8,Asian,Female,45-54,Less than High School,Healthcare,156,149,7,4.9
2025,August,8,Asian,Female,45-54,Less than High School,Finance,154,146,8,5.2
2025,August,8,Asian,Female,45-54,Less than High School,Technology,154,148,6,4.3
2025,August,8,Asian,Female,45-54,Less than High School,Education,161,153,8,5.0
2025,August,8,Asian,Female,45-54,Less than High School,Retail,158,146,12,7.6
2025,August,8,Asian,Female,45-54,High School,Healthcare,324,314,10,3.3
2025,August,8,Asian,Female,45-54,High School,Finance,323,311,12,3.9
2025,August,8,Asian,Female,45-54,High School,Technology,315,306,9,3.1
2025,August,8,Asian,Female,45-54,High School,Education,325,313,12,3.7
2025,August,8,Asian,Female,45-54,High School,Retail,322,305,17,5.5
2025,August,8,Asian,Female,45-54,Some College,Healthcare,268,262,6,2.6
2025,August,8,Asian,Female,45-54,Some College,Finance,263,256,7,2.9
2025,August,8,Asian,Female,45-54,Some College,Technology,266,260,6,2.4
2025,August,8,Asian,Female,45-54,Some College,Education,270,263,7,2.7
2025,August,8,Asian,Female,45-54,Some College,Retail,270,259,11,4.2
2025,August,8,Asian,Female,45-54,Bachelor's+,Healthcare,319,315,4,1.3
2025,August,8,Asian,Female,45-54,Bachelor's+,Finance,325,321,4,1.5
2025,August,8,Asian,Female,45-54,Bachelor's+,Technology,309,305,4,1.3
2025,August,8,Asian,Female,45-54,Bachelor's+,Education,312,308,4,1.3
2025,August,8,Asian,Female,45-54,Bachelor's+,Retail,325,318,7,2.2
2025,August,8,Asian,Female,55+,Less than High School,Healthcare,163,156,7,4.4
2025,August,8,Asian,Female,55+,Less than High School,Finance,164,157,7,4.8
2025,August,8,Asian,Female,55+,Less than High School,Technology,171,165,6,3.8
2025,August,8,Asian,Female,55+,Less than High School,Education,167,160,7,4.5
2025,August,8,Asian,Female,55+,Less than High School,Retail,164,153,11,7.0
2025,August,8,Asian,Female,55+,High School,Healthcare,323,313,10,3.1
2025,August,8,Asian,Female,55+,High School,Finance,337,326,11,3.3
2025,August,8,Asian,Female,55+,High School,Technology,324,315,9,2.9
2025,August,8,Asian,Female,55+,High School,Education,339,329,10,3.2
2025,August,8,Asian,Female,55+,High School,Retail,326,310,16,5.1
2025,August,8,Asian,Female,55+,Some College,Healthcare,282,276,6,2.3
2025,August,8,Asian,Female,55+,Some College,Finance,273,266,7,2.8
2025,August,8,Asian,Female,55+,Some College,Technology,270,265,5,1.9
2025,August,8,Asian,Female,55+,Some College,Education,272,265,7,2.7
2025,August,8,Asian,Female,55+,Some College,Retail,279,268,11,4.1
2025,August,8,Asian,Female,55+,Bachelor's+,Healthcare,329,326,3,1.2
2025,August,8,Asian,Female,55+,Bachelor's+,Finance,339,334,5,1.6
2025,August,8,Asian,Female,55+,Bachelor's+,Technology,334,330,4,1.3
2025,August,8,Asian,Female,55+,Bachelor's+,Education,332,328,4,1.4
2025,August,8,Asian,Female,55+,Bachelor's+,Retail,328,322,6,2.0
2025,August,8,Hispanic,Male,20-24,Less than High School,Healthcare,278,239,39,14.2
2025,August,8,Hispanic,Male,20-24,Less than High School,Finance,271,228,43,16.1
2025,August,8,Hispanic,Male,20-24,Less than High School,Technology,278,245,33,12.2
2025,August,8,Hispanic,Male,20-24,Less than High School,Education,281,239,42,15.1
2025,August,8,Hispanic,Male,20-24,Less than High School,Retail,275,213,62,22.9
2025,August,8,Hispanic,Male,20-24,High School,Healthcare,562,507,55,9.8
2025,August,8,Hispanic,Male,20-24,High School,Finance,557,495,62,11.2
2025,August,8,Hispanic,Male,20-24,High School,Technology,562,514,48,8.6
2025,August,8,Hispanic,Male,20-24,High School,Education,553,494,59,10.7
2025,August,8,Hispanic,Male,20-24,High School,Retail,548,460,88,16.1
2025,August,8,Hispanic,Male,20-24,Some College,Healthcare,471,436,35,7.6
2025,August,8,Hispanic,Male,20-24,Some College,Finance,446,406,40,9.0
2025,August,8,Hispanic,Male,20-24,Some College,Technology,464,433,31,6.8
2025,August,8,Hispanic,Male,20-24,Some College,Education,460,422,38,8.4
2025,August,8,Hispanic,Male,20-24,Some College,Retail,460,402,58,12.7
2025,August,8,Hispanic,Male,20-24,Bachelor's+,Healthcare,549,527,22,4.1
2025,August,8,Hispanic,Male,20-24,Bachelor's+,Finance,563,537,26,4.7
2025,August,8,Hispanic,Male,20-24,Bachelor's+,Technology,560,539,21,3.9
2025,August,8,Hispanic,Male,20-24,Bachelor's+,Education,546,522,24,4.5
2025,August,8,Hispanic,Male,20-24,Bachelor's+,Retail,550,513,37,6.9
2025,August,8,Hispanic,Male,25-34,Less than High School,Healthcare,551,507,44,8.0
2025,August,8,Hispanic,Male,25-34,Less than High School,Finance,534,487,47,8.9
2025,August,8,Hispanic,Male,25-34,Less than High School,Technology,546,509,37,6.9
2025,August,8,Hispanic,Male,25-34,Less than High School,Education,536,491,45,8.4
2025,August,8,Hispanic,Male,25-34,Less than High School,Retail,551,480,71,12.9
2025,August,8,Hispanic,Male,25-34,High School,Healthcare,1075,1015,60,5.6
2025,August,8,Hispanic,Male,25-34,High School,Finance,1095,1027,68,6.3
2025,August,8,Hispanic,Male,25-34,High School,Technology,1067,1016,51,4.8
2025,August,8,Hispanic,Male,25-34,High School,Education,1118,1051,67,6.0
2025,August,8,Hispanic,Male,25-34,High School,Retail,1117,1018,99,8.9
2025,August,8,Hispanic,Male,25-34,Some College,Healthcare,938,898,40,4.3
2025,August,8,Hispanic,Male,25-34,Some College,Finance,938,892,46,5.0
2025,August,8,Hispanic,Male,25-34,Some College,Technology,908,873,35,3.9
2025,August,8,Hispanic,Male,25-34,Some College,Education,912,870,42,4.7
2025,August,8,Hispanic,Male,25-34,Some College,Retail,920,854,66,7.2
2025,August,8,Hispanic,Male,25-34,Bachelor's+,Healthcare,1097,1069,28,2.6
2025,August,8,Hispanic,Male,25-34,Bachelor's+,Finance,1110,1081,29,2.7
2025,August,8,Hispanic,Male,25-34,Bachelor's+,Technology,1106,1082,24,2.2
2025,August,8,Hispanic,Male,25-34,Bachelor's+,Education,1124,1099,25,2.3
2025,August,8,Hispanic,Male,25-34,Bachelor's+,Retail,1113,1071,42,3.8
2025,August,8,Hispanic,Male,35-44,Less than High School,Healthcare,512,480,32,6.3
2025,August,8,Hispanic,Male,35-44,Less than High School,Finance,516,479,37,7.2
2025,August,8,Hispanic,Male,35-44,Less than High School,Technology,534,505,29,5.5
2025,August,8,Hispanic,Male,35-44,Less than High School,Education,515,482,33,6.6
2025,August,8,Hispanic,Male,35-44,Less than High School,Retail,517,465,52,10.2
2025,August,8,Hispanic,Male,35-44,High School,Healthcare,1058,1013,45,4.3
2025,August,8,Hispanic,Male,35-44,High School,Finance,1048,997,51,4.9
2025,August,8,Hispanic,Male,35-44,High School,Technology,1068,1027,41,3.9
2025,August,8,Hispanic,Male,35-44,High School,Education,1044,995,49,4.7
2025,August,8,Hispanic,Male,35-44,High School,Retail,1051,976,75,7.2
2025,August,8,Hispanic,Male,35-44,Some College,Healthcare,861,830,31,3.7
2025,August,8,Hispanic,Male,35-44,Some College,Finance,886,852,34,3.9
2025,August,8,Hispanic,Male,35-44,Some College,Technology,855,828,27,3.2
2025,August,8,Hispanic,Male,35-44,Some College,Education,899,864,35,3.9
2025,August,8,Hispanic,Male,35-44,Some College,Retail,854,805,49,5.8
2025,August,8,Hispanic,Male,35-44,Bachelor's+,Healthcare,1017,999,18,1.8
2025,August,8,Hispanic,Male,35-44,Bachelor's+,Finance,1067,1045,22,2.1
2025,August,8,Hispanic,Male,35-44,Bachelor's+,Technology,1053,1035,18,1.8
2025,August,8,Hispanic,Male,35-44,Bachelor's+,Education,1048,1025,23,2.2
2025,August,8,Hispanic,Male,35-44,Bachelor's+,Retail,1078,1043,35,3.3
2025,August,8,Hispanic,Male,45-54,Less than High School,Healthcare,507,477,30,6.1
2025,August,8,Hispanic,Male,45-54,Less than High School,Finance,501,467,34,6.8
2025,August,8,Hispanic,Male,45-54,Less than High School,Technology,494,468,26,5.3
2025,August,8,Hispanic,Male,45-54,Less than High School,Education,508,476,32,6.4
2025,August,8,Hispanic,Male,45-54,Less than High School,Retail,506,458,48,9.6
2025,August,8,Hispanic,Male,45-54,High School,Healthcare,999,960,39,4.0
2025,August,8,Hispanic,Male,45-54,High School,Finance,1017,971,46,4.6
2025,August,8,Hispanic,Male,45-54,High School,Technology,1004,969,35,3.5
2025,August,8,Hispanic,Male,45-54,High School,Education,972,930,42,4.4
2025,August,8,Hispanic,Male,45-54,High School,Retail,1004,936,68,6.8
2025,August,8,Hispanic,Male,45-54,Some College,Healthcare,827,799,28,3.4
2025,August,8,Hispanic,Male,45-54,Some College,Finance,840,810,30,3.6
2025,August,8,Hispanic,Male,45-54,Some College,Technology,844,822,22,2.7
2025,August,8,Hispanic,Male,45-54,Some College,Education,822,795,27,3.4
2025,August,8,Hispanic,Male,45-54,Some College,Retail,835,791,44,5.3
2025,August,8,Hispanic,Male,45-54,Bachelor's+,Healthcare,1021,1003,18,1.8
2025,August,8,Hispanic,Male,45-54,Bachelor's+,Finance,1006,986,20,2.0
2025,August,8,Hispanic,Male,45-54,Bachelor's+,Technology,985,968,17,1.8
2025,August,8,Hispanic,Male,45-54,Bachelor's+,Education,997,978,19,2.0
2025,August,8,Hispanic,Male,45-54,Bachelor's+,Retail,994,967,27,2.8
2025,August,8,Hispanic,Male,55+,Less than High School,Healthcare,517,489,28,5.6
2025,August,8,Hispanic,Male,55+,Less than High School,Finance,518,486,32,6.2
2025,August,8,Hispanic,Male,55+,Less than High School,Technology,515,490,25,4.9
2025,August,8,Hispanic,Male,55+,Less than High School,Education,520,490,30,5.8
2025,August,8,Hispanic,Male,55+,Less than High School,Retail,531,483,48,9.1
2025,August,8,Hispanic,Male,55+,High School,Healthcare,1055,1016,39,3.7
2025,August,8,Hispanic,Male,55+,High School,Finance,1075,1030,45,4.2
2025,August,8,Hispanic,Male,55+,High School,Technology,1065,1028,37,3.5
2025,August,8,Hispanic,Male,55+,High School,Education,1077,1032,45,4.2
2025,August,8,Hispanic,Male,55+,High School,Retail,1017,954,63,6.2
2025,August,8,Hispanic,Male,55+,Some College,Healthcare,855,829,26,3.1
2025,August,8,Hispanic,Male,55+,Some College,Finance,850,821,29,3.5
2025,August,8,Hispanic,Male,55+,Some College,Technology,860,836,24,2.8
2025,August,8,Hispanic,Male,55+,Some College,Education,866,837,29,3.4
2025,August,8,Hispanic,Male,55+,Some College,Retail,869,825,44,5.1
2025,August,8,Hispanic,Male,55+,Bachelor's+,Healthcare,1059,1044,15,1.5
2025,August,8,Hispanic,Male,55+,Bachelor's+,Finance,1048,1029,19,1.9
2025,August,8,Hispanic,Male,55+,Bachelor's+,Technology,1023,1010,13,1.3
2025,August,8,Hispanic,Male,55+,Bachelor's+,Education,1037,1020,17,1.7
2025,August,8,Hispanic,Male,55+,Bachelor's+,Retail,1067,1038,29,2.8
2025,August,8,Hispanic,Female,20-24,Less than High School,Healthcare,259,220,39,15.2
2025,August,8,Hispanic,Female,20-24,Less than High School,Finance,247,205,42,17.2
2025,August,8,Hispanic,Female,20-24,Less than High School,Technology,255,221,34,13.4
